Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA,FAMILIA
4712,13200-2,13200,2,EQ-2,PEDRO,SITE,ENTREGA TOTAL,4447,CADERNETA CICEROS PÁSSAROS MIOLO TRI 14X21 ESPÉCIES ROSA,60,29/12/2023,2023-53,12,2023,2023-01,Brochura,60,Pássaros
4713,13201-1,13201,1,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,3327,CADERNETA CICEROS CLÁSSICA MIOLO TRI 14X21 CARAMELO,150,28/12/2023,2023-53,12,2023,2023-01,Brochura,150,CLÁSSICA
4714,13201-2,13201,2,EQ-2,PEDRO,SITE,ENTREGA TOTAL,3327,CADERNETA CICEROS CLÁSSICA MIOLO TRI 14X21 CARAMELO,80,09/01/2024,2024-02,1,2024,2024-01,Brochura,80,CLÁSSICA
4715,13216-1,13216,1,EQ-FIN,MANU,PERSONALIZADO,ENTREGA TOTAL,P42,CICEROS LEVE$14X21$COURO SINTETICO,100,20/12/2023,2023-52,12,2023,2023-01,Brochura,100,
4716,13207-1,13207,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,8507,REFIL CADERNO CRIATIVO ARGOLADO 40FLS OFFSET CINZA 90G LINHAS BRANCAS 17X24,350,19/12/2023,2023-52,12,2023,2023-01,Refil,105,Refil
4717,13145-2,13145,2,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,1865,CADERNETA CICEROS CLASSICA SEM PAUTA 14X21 AZUL MARINHO/AMARELO,50,28/12/2023,2023-53,12,2023,2023-01,Brochura,50,CLÁSSICA
4718,13194-2,13194,2,EQ-1,CAIO,SITE,ENTREGA TOTAL,3310,CADERNETA CICEROS CLÁSSICA MIOLO TRI 14X21 PRETA,50,27/12/2023,2023-53,12,2023,2023-01,Brochura,50,CLÁSSICA
4719,13194-1,13194,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,3310,CADERNETA CICEROS CLÁSSICA MIOLO TRI 14X21 PRETA,150,27/12/2023,2023-53,12,2023,2023-01,Brochura,150,CLÁSSICA
4720,13198-2,13198,2,EQ-1,CAIO,SITE,ENTREGA TOTAL,3389,BLOCO WIRE-O CLÁSSICA PAUTADO 12X20 VERMELHO QUENTE,50,27/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,50,CLÁSSICA
4721,13198-1,13198,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,3389,BLOCO WIRE-O CLÁSSICA PAUTADO 12X20 VERMELHO QUENTE,100,27/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,100,CLÁSSICA
4722,13197-1,13197,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,3778,CADERNETA CICEROS JÓIA NATURAL MIOLO TRI 14X21 INSECTA NOITE,100,20/12/2023,2023-52,12,2023,2023-01,Brochura,100,Jóia Natural
4723,13133-2,13133,2,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,3106,CADERNETA CICEROS MINERAIS PONTADO 14X21 MARMORE BRANCO,150,20/12/2023,2023-52,12,2023,2023-01,Brochura,150,MINERAIS
4724,13193-1,13193,1,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,2818,CADERNO ESPIRAL ASTRAL PAUTADO 17X24 CARTAS DO ZODÍACO BRANCO,190,27/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,190,Astral
4725,13192-1,13192,1,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,4195,CADERNO ESPIRAL PÁSSAROS PAUTADO 17X24 FLORESTA TROPICAL BRANCO,230,22/12/2023,2023-52,12,2023,2023-01,Wire-o Simples,230,Pássaros
4726,13191-1,13191,1,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,3358,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 VERDE OLIVA,230,20/12/2023,2023-52,12,2023,2023-01,Argolados,345,CLÁSSICA
4727,13199-2,13199,2,EQ-2,PEDRO,SITE,ENTREGA TOTAL,4737,CADERNO ESPIRAL PÓLEN PAUTADO 17X24 TROPICÁLIA AZUL,150,28/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,150,Pólen
4728,13199-1,13199,1,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,4737,CADERNO ESPIRAL PÓLEN PAUTADO 17X24 TROPICÁLIA AZUL,150,28/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,150,Pólen
4729,13219-2,13219,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,3044,CADERNETA MEU PEQUENO CICEROS ASTRAL PAUTADO 14X21 LEÃO,53,27/12/2023,2023-53,12,2023,2023-01,Revistas(Individuais),32,Astral
4730,13219-1,13219,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3044,CADERNETA MEU PEQUENO CICEROS ASTRAL PAUTADO 14X21 LEÃO,100,27/12/2023,2023-53,12,2023,2023-01,Revistas(Individuais),60,Astral
4731,13221-1,13221,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3013,CADERNETA MEU PEQUENO CICEROS ASTRAL PAUTADO 14X21 TOURO,100,22/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),60,Astral
4732,13221-2,13221,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,3013,CADERNETA MEU PEQUENO CICEROS ASTRAL PAUTADO 14X21 TOURO,33,22/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),20,Astral
4733,13218-2,13218,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,3068,CADERNETA MEU PEQUENO CICEROS ASTRAL SEM PAUTA 14X21 LIBRA,54,22/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),32,Astral
4734,13218-1,13218,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3068,CADERNETA MEU PEQUENO CICEROS ASTRAL SEM PAUTA 14X21 LIBRA,150,22/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),90,Astral
4735,13222-1,13222,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,2993,CADERNETA MEU PEQUENO CICEROS ASTRAL PONTADO 14X21 PEIXES,100,22/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),60,Astral
4736,13220-1,13220,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3037,CADERNETA MEU PEQUENO CICEROS ASTRAL SEM PAUTA 14X21 CÂNCER,100,22/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),60,Astral
4737,13220-2,13220,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,3037,CADERNETA MEU PEQUENO CICEROS ASTRAL SEM PAUTA 14X21 CÂNCER,50,22/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),30,Astral
4738,13217-1,13217,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,2764,CADERNO CRIATIVO ARGOLADO ASTRAL PAUTADO 17X24 ESPAÇO TEMPO PRETO,200,04/01/2024,2024-01,1,2024,2024-01,Argolados,300,ASTRAL
4739,13217-1,13217,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,2764,CADERNO CRIATIVO ARGOLADO ASTRAL PAUTADO 17X24 ESPAÇO TEMPO PRETO,151,08/01/2024,2024-02,1,2024,2024-01,Argolados,227,ASTRAL
4740,13217-2,13217,2,EQ-4,ROSE,SITE,ENTREGA TOTAL,2764,CADERNO CRIATIVO ARGOLADO ASTRAL PAUTADO 17X24 ESPAÇO TEMPO PRETO,50,05/01/2024,2024-01,1,2024,2024-01,Argolados,75,ASTRAL
4741,13215-1,13215,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3648,CADERNETA MEU PEQUENO CICEROS JÓIA NATURAL PAUTADO 14X21 INSECTA NOITE,102,27/12/2023,2023-53,12,2023,2023-01,Revistas(Individuais),61,Jóia Natural
4742,13214-1,13214,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,8149,PLANNER PERMANENTE REVISTA PLANEJAMENTO MINERAIS MENSAL 19X25 MARMORE BRANCO,83,27/12/2023,2023-53,12,2023,2023-01,Revistas(Individuais),50,MINERAIS
4743,13210-1,13210,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3050,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 9X13 KFT,153,29/12/2023,2023-53,12,2023,2023-01,Kit de revistas,230,KRAFT
4744,13143-2,13143,2,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,4348,CADERNETA MEU PEQUENO CICEROS PÁSSAROS PONTADO 14X21 ESPÉCIES ROSA,104,20/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),62,Pássaros
4745,13143-3,13143,3,EQ-3,CASSIA,SITE,ENTREGA TOTAL,4348,CADERNETA MEU PEQUENO CICEROS PÁSSAROS PONTADO 14X21 ESPÉCIES ROSA,30,13/12/2023,2023-51,12,2023,2023-01,Revistas(Individuais),18,Pássaros
4746,13078-2,13078,2,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3020,CADERNETA MEU PEQUENO CICEROS ASTRAL PONTADO 14X21 GÊMEOS,50,19/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),30,Astral
4747,13078-3,13078,3,EQ-3,CASSIA,SITE,ENTREGA TOTAL,3020,CADERNETA MEU PEQUENO CICEROS ASTRAL PONTADO 14X21 GÊMEOS,35,19/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),21,Astral
4748,13211-2,13211,2,EQ-4,ROSE,SITE,ENTREGA TOTAL,3433,CADERNETA CICEROS CLÁSSICA SEM PAUTA 9X13 VERMELHO QUENTE,100,29/12/2023,2023-53,12,2023,2023-01,Brochura,100,CLÁSSICA
4749,13211-1,13211,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,3433,CADERNETA CICEROS CLÁSSICA SEM PAUTA 9X13 VERMELHO QUENTE,150,29/12/2023,2023-53,12,2023,2023-01,Brochura,150,CLÁSSICA
4750,13211-2,13211,2,EQ-4,ROSE,SITE,ENTREGA TOTAL,3433,CADERNETA CICEROS CLÁSSICA SEM PAUTA 9X13 VERMELHO QUENTE,100,27/12/2023,2023-53,12,2023,2023-01,Brochura,100,CLÁSSICA
4751,13206-1,13206,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,3938,CADERNO CRIATIVO ARGOLADO OFFICE DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,150,29/12/2023,2023-53,12,2023,2023-01,Argolados,225,Kraft
4752,13206-2,13206,2,EQ-1,CAIO,SITE,ENTREGA TOTAL,3938,CADERNO CRIATIVO ARGOLADO OFFICE DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,50,08/01/2024,2024-02,1,2024,2024-01,Argolados,75,Kraft
4753,13208-1,13208,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,4386,CADERNO CRIATIVO ARGOLADO OFFICE DUO PÁSSAROS PAUTADO & PONTADO A6 ESPÉCIES AZUL,150,06/01/2024,2024-01,1,2024,2024-01,Argolados,225,Pássaros
4754,13205-1,13205,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,8873,"PLANNER PERMANENTE OFFICE CLÁSSICA SEMANAL 30X11,5 CAFÉ",130,28/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,130,CLÁSSICA
4755,13227-1,13227,1,EQ-7,BIA,ATACADO,ENTREGA TOTAL,1873,CADERNO ESPIRAL MELISSA PAUTADO 17X24 COLMEIA,250,29/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,250,Melissa
4756,13226-1,13226,1,EQ-7,BIA,ATACADO,ENTREGA TOTAL,4027,CADERNETA CICEROS MELISSA SEM PAUTA 14X21 CAMINHO DAS ABELHAS,148,29/12/2023,2023-53,12,2023,2023-01,Brochura,148,Melissa
4757,13228-2,13228,2,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,4607,"PLANNER PERMANENTE OFFICE PASTEL BLOCK SPORT SEMANAL 30X11,5 LISTRAS",30,28/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,30,Pastel Block Sport
4758,13228-1,13228,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,4607,"PLANNER PERMANENTE OFFICE PASTEL BLOCK SPORT SEMANAL 30X11,5 LISTRAS",26,28/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,26,Pastel Block Sport
4759,13223-1,13223,1,EQ-7,BIA,ATACADO,ENTREGA TOTAL,4270,CADERNETA CICEROS PÁSSAROS PONTADO 14X21 FLORESTA TROPICAL PRETO,150,29/12/2023,2023-53,12,2023,2023-01,Brochura,150,Pássaros
4760,13223-2,13223,2,EQ-7,BIA,SITE,ENTREGA TOTAL,4270,CADERNETA CICEROS PÁSSAROS PONTADO 14X21 FLORESTA TROPICAL PRETO,51,08/01/2024,2024-02,1,2024,2024-01,Brochura,51,Pássaros
4761,13224-1,13224,1,EQ-7,BIA,ATACADO,ENTREGA TOTAL,1811,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 CARAMELO,150,04/01/2024,2024-01,1,2024,2024-01,Wire-o Simples,150,CLÁSSICA
4762,13235-1,13235,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3792,PLANNER PERMANENTE REVISTA PLANEJAMENTO JÓIA NATURAL MENSAL 19X25 INSECTA DIA,204,29/12/2023,2023-53,12,2023,2023-01,Revistas(Individuais),122,Jóia Natural
4763,13244-1,13244,1,EQ-3,CASSIA,PERSONALIZADO,ENTREGA TOTAL,P159,REVISTA$9X13$POLICROMIA,100,20/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),60,
4764,13240-1,13240,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3457,CADERNETA CICEROS CLÁSSICA PAUTADO 14X21 VERMELHO QUENTE,60,29/12/2023,2023-53,12,2023,2023-01,Brochura,60,CLÁSSICA
4765,13240-2,13240,2,EQ-8,ELIANE,SITE,ENTREGA TOTAL,3457,CADERNETA CICEROS CLÁSSICA PAUTADO 14X21 VERMELHO QUENTE,97,03/01/2024,2024-01,1,2024,2024-01,Brochura,97,CLÁSSICA
4766,13239-1,13239,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3334,CADERNETA CICEROS CLÁSSICA SEM PAUTA 14X21 VERDE OLIVA,150,20/12/2023,2023-52,12,2023,2023-01,Brochura,150,CLÁSSICA
4767,13239-2,13239,2,EQ-8,ELIANE,SITE,ENTREGA TOTAL,3334,CADERNETA CICEROS CLÁSSICA SEM PAUTA 14X21 VERDE OLIVA,100,20/12/2023,2023-52,12,2023,2023-01,Brochura,100,CLÁSSICA
4768,13163-2,13163,2,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3754,PLANNER PERMANENTE WIRE-O JÓIA NATURAL FINANCEIRO A5 INSECTA DIA,51,28/12/2023,2023-53,12,2023,2023-01,Wire-o com fita,102,Jóia Natural
4769,13067-2,13067,2,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,6736,CADERNETA CICEROS CLASSICA PONTADO 14X21 PRETO/PRETO,302,22/12/2023,2023-52,12,2023,2023-01,Brochura,302,CLÁSSICA
4770,13241-1,13241,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3341,CADERNETA CICEROS CLÁSSICA SEM PAUTA 9X13 VERDE OLIVA,60,29/12/2023,2023-53,12,2023,2023-01,Brochura,60,CLÁSSICA
4771,13241-2,13241,2,EQ-8,ELIANE,SITE,ENTREGA TOTAL,3341,CADERNETA CICEROS CLÁSSICA SEM PAUTA 9X13 VERDE OLIVA,81,06/01/2024,2024-01,1,2024,2024-01,Brochura,81,CLÁSSICA
4772,13233-1,13233,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,4300,BLOCO WIRE-O PÁSSAROS PAUTADO 12X20 FLORESTA TROPICAL PRETO,100,29/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,100,Pássaros
4773,13232-1,13232,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,2825,CADERNETA CICEROS ASTRAL PAUTADO 14X21 ESPAÇO TEMPO BRANCO,150,29/12/2023,2023-53,12,2023,2023-01,Brochura,150,Astral
4774,13232-2,13232,2,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,2825,CADERNETA CICEROS ASTRAL PAUTADO 14X21 ESPAÇO TEMPO BRANCO,50,11/01/2024,2024-02,1,2024,2024-01,Brochura,50,Astral
4775,13231-1,13231,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,8620,#N/A,550,20/12/2023,2023-52,12,2023,2023-01,outros,550,OUTRO
4776,13231-2,13231,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,8620,#N/A,200,20/12/2023,2023-52,12,2023,2023-01,outros,200,OUTRO
4777,13115-2,13115,2,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,4935,"PLANNER PERMANENTE OFFICE PÓLEN SEMANAL 30X11,5 TROPICÁLIA AZUL",81,28/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,81,Pólen
4778,13243-1,13243,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3402,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO& PONTADO A6 CARAMELO,150,05/01/2024,2024-01,1,2024,2024-01,Argolados,225,CLÁSSICA
4779,13243-2,13243,2,EQ-8,ELIANE,SITE,ENTREGA TOTAL,3402,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO& PONTADO A6 CARAMELO,50,05/01/2024,2024-01,1,2024,2024-01,Argolados,75,CLÁSSICA
4780,13242-2,13242,2,EQ-8,ELIANE,SITE,ENTREGA TOTAL,3877,CADERNO ESPIRAL KRAFT PAUTADO 17X24 RELICÁRIO,100,03/01/2024,2024-01,1,2024,2024-01,Wire-o Simples,100,Kraft
4781,13242-1,13242,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3877,CADERNO ESPIRAL KRAFT PAUTADO 17X24 RELICÁRIO,80,03/01/2024,2024-01,1,2024,2024-01,Wire-o Simples,80,Kraft
4782,13116-2,13116,2,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,4706,PLANNER PERMANENTE WIRE-O PÓLEN SEMANAL NOTAS A5 TROPICÁLIA AZUL,140,03/01/2024,2024-01,1,2024,2024-01,Wire-o sem fita,168,Pólen
4783,13255-2,13255,2,EQ-1,CAIO,SITE,ENTREGA TOTAL,4867,CADERNO CRIATIVO ARGOLADO OFFICE DUO PÓLEN PAUTADO& PONTADO A6 TROPICÁLIA CARAMELO,30,03/01/2024,2024-01,1,2024,2024-01,Argolados,45,Pólen
4784,13255-1,13255,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,4867,CADERNO CRIATIVO ARGOLADO OFFICE DUO PÓLEN PAUTADO& PONTADO A6 TROPICÁLIA CARAMELO,70,03/01/2024,2024-01,1,2024,2024-01,Argolados,105,Pólen
4785,13236-1,13236,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,2832,CADERNETA CICEROS ASTRAL PONTADO 14X21 CARTAS DO ZODÍACO AZUL,20,20/12/2023,2023-52,12,2023,2023-01,Brochura,20,Astral
4786,13236-2,13236,2,EQ-8,ELIANE,SITE,ENTREGA TOTAL,2832,CADERNETA CICEROS ASTRAL PONTADO 14X21 CARTAS DO ZODÍACO AZUL,30,20/12/2023,2023-52,12,2023,2023-01,Brochura,30,Astral
4787,13251-1,13251,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,4393,PLANNER PERMANENTE CICEROS CADERNETA PÁSSAROS 14X21 FLORESTA TROPICAL BRANCO,10,29/12/2023,2023-53,12,2023,2023-01,Brochura,10,Pássaros
4788,13251-2,13251,2,EQ-1,CAIO,SITE,ENTREGA TOTAL,4393,PLANNER PERMANENTE CICEROS CADERNETA PÁSSAROS 14X21 FLORESTA TROPICAL BRANCO,60,29/12/2023,2023-53,12,2023,2023-01,Brochura,60,Pássaros
4789,13053-2,13053,2,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2795,CADERNO CRIATIVO ARGOLADO OFFICE DUO ASTRAL PAUTADO & PONTADO A5 CARTAS DO ZODÍACO AZUL,200,20/12/2023,2023-52,12,2023,2023-01,Argolados,300,Astral
4790,13053-3,13053,3,EQ-6,MARGO,SITE,ENTREGA TOTAL,2795,CADERNO CRIATIVO ARGOLADO OFFICE DUO ASTRAL PAUTADO & PONTADO A5 CARTAS DO ZODÍACO AZUL,50,20/12/2023,2023-52,12,2023,2023-01,Argolados,75,Astral
4791,13248-2,13248,2,EQ-9,MARGO,SITE,ENTREGA TOTAL,3884,CADERNETA CICEROS KRAFT SEM PAUTA 14X21 RELICÁRIO,90,27/12/2023,2023-53,12,2023,2023-01,Brochura,90,Kraft
4792,13248-1,13248,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,3884,CADERNETA CICEROS KRAFT SEM PAUTA 14X21 RELICÁRIO,50,27/12/2023,2023-53,12,2023,2023-01,Brochura,50,Kraft
4793,13246-1,13246,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,3206,CICEROS FLEX SEM PAUTA 14X21 PRETO / PRETO,40,28/12/2023,2023-53,12,2023,2023-01,Brochura,40,CLÁSSICA
4794,13245-1,13245,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,4201,CADERNO CRIATIVO ARGOLADO OFFICE DUO PÁSSAROS PAUTADO & PONTADO A5 ESPÉCIES ROSA,150,29/12/2023,2023-53,12,2023,2023-01,Argolados,225,Pássaros
4795,13068-2,13068,2,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,8835,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 CAFÉ,80,27/12/2023,2023-53,12,2023,2023-01,Argolados,120,CLÁSSICA
4796,13250-1,13250,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3365,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 VERMELHO QUENTE,30,28/12/2023,2023-53,12,2023,2023-01,Argolados,45,CLÁSSICA
4797,13252-1,13252,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3587,CADERNO ESPIRAL JÓIA NATURAL PAUTADO 17X24 INSECTA NOITE,150,27/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,150,Jóia Natural
4798,13249-2,13249,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,2900,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO A5 ESPAÇO TEMPO BRANCO,50,28/12/2023,2023-53,12,2023,2023-01,Caderno organizador,100,Astral
4799,13249-1,13249,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2900,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO A5 ESPAÇO TEMPO BRANCO,280,28/12/2023,2023-53,12,2023,2023-01,Caderno organizador,560,Astral
4800,13111-2,13111,2,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,200,29/12/2023,2023-53,12,2023,2023-01,Kit de revistas,300,KRAFT
4801,13253-1,13253,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,5079,REFIL CADERNO ORGANIZADOR 40 FLS OFFSET 90G PAUTADO 17X24,1554,20/12/2023,2023-52,12,2023,2023-01,Refil,466,Refil
4802,13254-1,13254,1,EQ-FIN,MANU,ATACADO,ENTREGA TOTAL,9062,REFIL CADERNO CRIATIVO ARGOLADO 40FLS POLEN 80G PAUTADO 17X24,2880,15/12/2023,2023-51,12,2023,2023-01,Refil,864,Refil
4803,13159-2,13159,2,EQ-7,BIA,ATACADO,ENTREGA TOTAL,3563,CADERNETA CICEROS JÓIA NATURAL PAUTADO 14X21 INSECTA DIA,150,23/01/2024,2024-04,1,2024,2024-01,Brochura,150,Jóia Natural
4804,13230-1,13230,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,2405,PLANNER PERMANENTE WIRE-O CLÁSSICA FINANCEIRO A5 CARAMELO,150,29/12/2023,2023-53,12,2023,2023-01,Wire-o com fita,300,CLÁSSICA
4805,13230-2,13230,2,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,2405,PLANNER PERMANENTE WIRE-O CLÁSSICA FINANCEIRO A5 CARAMELO,100,09/01/2024,2024-02,1,2024,2024-01,Wire-o com fita,200,CLÁSSICA
4806,13229-1,13229,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,4928,CADERNETA CICEROS PÓLEN MIOLO TRI 14X21 TROPICÁLIA AZUL,150,22/12/2023,2023-52,12,2023,2023-01,Brochura,150,Pólen
4807,13229-2,13229,2,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,4928,CADERNETA CICEROS PÓLEN MIOLO TRI 14X21 TROPICÁLIA AZUL,80,22/12/2023,2023-52,12,2023,2023-01,Brochura,80,Pólen
4808,13234-1,13234,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,3440,CADERNETA CICEROS CLÁSSICA SEM PAUTA 14X21 VERMELHO QUENTE,150,29/12/2023,2023-53,12,2023,2023-01,Brochura,150,CLÁSSICA
4809,13234-2,13234,2,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,3440,CADERNETA CICEROS CLÁSSICA SEM PAUTA 14X21 VERMELHO QUENTE,100,29/12/2023,2023-53,12,2023,2023-01,Brochura,100,CLÁSSICA
4810,13103-2,13103,2,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,3501,PLANNER PERMANENTE WIRE-O JÓIA NATURAL SEMANAL NOTAS A5 INSECTA DIA,200,22/12/2023,2023-52,12,2023,2023-01,Wire-o sem fita,240,Jóia Natural
4811,13245-1,13245,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,4201,CADERNO CRIATIVO ARGOLADO OFFICE DUO PÁSSAROS PAUTADO & PONTADO A5 ESPÉCIES ROSA,150,29/12/2023,2023-53,12,2023,2023-01,Argolados,225,Pássaros
4812,13245-2,13245,2,EQ-9,MARGO,SITE,ENTREGA TOTAL,4201,CADERNO CRIATIVO ARGOLADO OFFICE DUO PÁSSAROS PAUTADO & PONTADO A5 ESPÉCIES ROSA,61,29/12/2023,2023-53,12,2023,2023-01,Argolados,92,Pássaros
4813,13247-1,13247,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,1834,CADERNETA CICEROS CLASSICA SEM PAUTA 14X21 PRETO/VERMELHO,60,29/12/2023,2023-53,12,2023,2023-01,Brochura,60,CLÁSSICA
4814,13261-2,13261,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,4355,CADERNETA MEU PEQUENO CICEROS PÁSSAROS PAUTADO 14X21 ESPÉCIES AZUL,60,27/12/2023,2023-53,12,2023,2023-01,Revistas(Individuais),36,Pássaros
4815,13261-1,13261,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,4355,CADERNETA MEU PEQUENO CICEROS PÁSSAROS PAUTADO 14X21 ESPÉCIES AZUL,40,27/12/2023,2023-53,12,2023,2023-01,Revistas(Individuais),24,Pássaros
4816,13258-1,13258,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3914,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,30,29/12/2023,2023-53,12,2023,2023-01,Caderno organizador,60,Kraft
4817,13258-2,13258,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,3914,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,42,09/01/2024,2024-02,1,2024,2024-01,Caderno organizador,84,Kraft
